gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,name,address,city,state,email,birthdate,phone#
M,179.3,94.74,28.700617,91.2,136.9,51.02,12.42,56.1,225.7,B,Thomas Johnston,175 Klein Well Apt. 606,North Keith, WV 66712,brian86@yahoo.com,1998-07-08,937-443-7824
M,161.6,61.98,18.563636,74.4,158.9,35.24,19.27,29.0,191.4,A,David Mason,34842 Samantha Fork Apt. 894,North Marcborough, SD 89671,xjones@hotmail.com,1969-05-23,001-266-634-3340
M,160.9,59.85,24.024367,74.0,118.1,31.33,18.91,35.1,207.6,D,Hunter Young,137 Barrett Vista Apt. 729,Hudsonton, CO 26228,curtispeggy@yahoo.com,1997-10-31,(293)790-9374
M,173.6,76.83,24.841375,76.2,142.3,41.18,21.76,55.3,194.8,A,Kevin Bryant,24586 Michael Wells Suite 433,Danielside, ND 60143,david01@yahoo.com,1994-02-09,318-472-3337
M,163.7,53.8,10.893359,78.3,141.1,44.46,15.84,59.6,246.2,A,Edward Thompson,312 Frazier Route,East Rebeccaport, TN 18725,kevin55@gmail.com,2002-01-07,362-341-1681
F,167.4,66.07,25.756847,56.0,101.1,31.88,-0.06,41.8,180.8,B,Denise Pittman,569 Paul Rapid Suite 063,East Shaneborough, SC 83645,kempdaniel@yahoo.com,1998-01-01,220-710-4183
M,176.6,85.75,20.140515,68.7,121.5,50.55,21.67,38.8,213.6,A,Nathan Bridges,67284 Cheyenne Skyway,Lake Emmaborough, AZ 18219,christinaberry@gmail.com,1959-03-06,(252)360-8465
F,157.9,50.28,28.80045,61.7,92.0,16.05,8.78,13.4,147.0,B,Emily Martinez,102 Fowler Street Apt. 927,Robertschester, CO 59800,gibsonjennifer@hotmail.com,2001-05-07,276-878-0421
M,179.5,80.82,17.243287,77.6,120.3,45.09,15.17,43.6,212.8,B,Robert Taylor,0888 Nicole Isle,Lyonsburgh, MT 80798,harrismichael@gmail.com,1960-11-26,922-831-5355
F,168.3,61.54,31.604227,66.5,101.0,31.97,24.43,29.0,168.7,B,Angela Obrien,1407 Garcia Meadows,Taylorchester, WV 14106,marywalker@hotmail.com,1987-09-30,+1-413-457-9011
M,181.1,66.86,8.060937,77.7,119.5,47.83,18.95,58.9,261.3,B,Nathan Roberts,4399 Devin Causeway Apt. 271,New Brittanyville, VI 91908,smithlisa@gmail.com,2002-08-16,361-245-4667
M,181.0,69.26,11.177861,82.0,131.0,51.41,6.74,60.1,247.0,C,Daniel Quinn,38246 Ethan Port Suite 806,Port Stephenchester, MP 28627,anthony99@hotmail.com,1966-05-12,862-368-5642
F,158.2,54.53,27.452504,74.7,116.0,19.26,5.18,0.0,86.1,D,Holly Matthews,0768 Michael Fort Apt. 169,Jacksonmouth, NJ 94793,vargasgrace@yahoo.com,1960-12-22,(470)771-2089
M,169.4,72.62,20.711917,68.5,125.5,41.73,11.37,28.7,193.0,B,Lonnie Irwin,00889 Kevin Row Apt. 148,Lake Christine, MA 99088,parkermitchell@gmail.com,1988-07-16,001-502-999-1099
M,173.1,72.29,13.344705,81.3,139.3,48.87,15.25,47.9,220.1,A,George Soto,4928 Solis Oval Suite 957,East Kelseyport, AR 50336,justinwarren@yahoo.com,1959-03-19,001-990-510-4658
F,177.2,65.92,21.934117,70.3,135.8,37.17,18.58,50.4,239.1,B,Crystal Garcia,69291 Floyd Trafficway,Port Kennethtown, WI 23132,april58@gmail.com,1980-05-18,627-542-0188
M,164.9,67.57,26.969934,51.0,91.8,39.46,25.59,39.3,195.2,B,Nicholas Edwards,015 Alexander Prairie,Port Stacy, MO 08704,nanderson@hotmail.com,1995-08-08,218-488-4791
F,160.3,58.42,27.991828,74.7,129.3,33.01,8.35,43.3,188.2,A,Samantha Franco,12411 Torres Mountain Suite 372,Samuelhaven, IA 39879,cheryl24@yahoo.com,1981-07-26,212-886-3600
F,165.1,73.33,25.491487,91.7,120.8,47.88,13.42,39.5,176.6,B,Amanda Everett,7744 Kristin Flat,Christinabury, MH 97911,michelle60@gmail.com,1970-05-15,362-761-6474
F,180.0,77.81,16.827721,64.1,112.4,47.82,18.82,39.4,219.7,B,Amy Calderon,8248 Ricky Mews,Kathyville, KS 70021,jose52@yahoo.com,1999-02-19,4512462439
M,178.5,75.39,18.946825,72.3,121.9,49.31,14.71,61.8,264.2,C,Richard Montoya,USS Cruz,FPO AE 17669,-,youngamy@hotmail.com,2002-07-29,(520)894-3481
M,161.7,56.81,21.307394,75.8,131.9,36.6,12.57,27.5,144.5,C,Thomas Hudson,9093 Johnson Meadows Apt. 296,Kingshire, CA 81407,ericksonjeremy@hotmail.com,1965-10-18,908-977-8713
F,156.2,60.59,22.257688,88.2,127.1,21.35,22.19,42.0,167.1,B,Angela Melton,1973 Daniel Gateway,New Savannahfurt, TN 63058,myerskim@yahoo.com,1963-02-11,+1-887-765-0999
F,166.3,65.58,23.111919,61.4,106.8,24.68,28.31,38.5,161.3,A,Donna Williams,Unit 9258 Box 7746,DPO AP 33910,-,allenhayden@hotmail.com,2000-09-26,720-715-6208
M,163.9,66.81,26.27256,77.9,115.1,34.47,20.81,47.8,187.2,D,Jesse Williams,2787 Mendoza Stream Apt. 132,North Paige, RI 23120,alexisnorton@yahoo.com,1991-09-13,(213)485-4575
F,156.7,41.04,19.846118,73.0,112.4,18.63,19.69,38.7,172.9,C,Kathleen Anthony,6699 Bradley Curve,Harrisview, ME 72480,inorris@yahoo.com,1993-09-01,279-885-9786
M,170.4,68.16,22.14038,75.3,133.5,24.11,21.9,59.3,222.4,A,Michael Reed,43352 Gilbert Views Apt. 459,New Julie, MN 58554,jwilliams@gmail.com,2002-09-10,590-240-3370
F,167.0,61.29,26.21864,88.6,133.8,24.02,16.54,28.5,208.4,C,Michaela Garrison,52278 Madden Parkway,Darrenborough, FL 86386,qlawson@hotmail.com,2001-01-09,717-881-4934
M,177.0,66.04,21.653904,91.2,119.8,35.58,17.68,44.3,202.0,C,Robert Holmes,0376 Sanchez Squares Apt. 704,Matthewbury, GA 43397,thomas60@hotmail.com,1990-05-12,(381)305-1434
M,167.4,79.44,29.098898,77.5,110.8,42.01,10.69,42.8,191.0,D,Bryan Olson,383 Tracey Gardens Suite 597,Bruceside, FM 70668,bheath@gmail.com,1999-02-15,943-822-8078
M,182.2,79.12,12.991889,65.7,121.0,46.69,13.93,38.0,224.3,C,Jordan Patterson,092 Cooper Island,Lake Johnville, ID 83762,robertsondonald@hotmail.com,1995-09-09,347-564-3112
F,175.8,61.27,25.25367,88.2,125.7,38.59,14.17,49.7,198.3,C,Jennifer Herman,1041 Katherine Haven Suite 805,Port Krystal, OR 60443,medinadeborah@gmail.com,2000-08-25,4139474526
M,168.3,56.47,20.169479,62.2,97.3,29.05,20.6,40.0,183.2,A,Justin Romero,USNV Conner,FPO AP 26015,-,lmurphy@yahoo.com,1984-03-26,215-686-1520
M,159.5,54.02,24.031892,68.2,113.6,23.56,30.85,54.3,168.3,B,Andrew King,03884 Dennis Expressway Suite 395,New Natasha, VI 83741,marissafernandez@gmail.com,1997-08-05,7028293529
F,170.8,63.48,31.554398,68.2,111.6,30.06,13.17,46.2,214.9,C,Alexis Young,383 Ward Village Suite 436,Loritown, NV 42394,danieltucker@gmail.com,2000-07-30,001-578-309-0425
M,174.6,72.01,21.190796,85.6,139.2,44.95,36.51,56.9,239.4,A,Andrew Wright,43291 David Passage Apt. 418,West Lisa, AS 87873,simmonsmarcus@hotmail.com,1994-04-01,328-519-1393
M,181.4,73.95,12.437854,72.9,115.5,43.29,3.12,62.5,247.0,D,Eric Schwartz,902 Lewis Shore,East Rebecca, CA 75676,tramirez@yahoo.com,2001-12-09,+1-278-445-6979
M,172.2,75.38,25.344246,78.8,139.4,39.28,18.02,60.0,215.0,A,Bradley Smith,USS Cooper,FPO AP 53206,-,cisneroskrystal@hotmail.com,2001-09-26,(950)744-5771
M,160.6,65.9,13.552534,71.9,124.1,43.02,21.17,60.9,212.9,A,Nicholas Martinez,9510 Jacob Valley Apt. 984,Baxterville, IL 46594,westtodd@yahoo.com,1997-04-09,7596444820
M,166.1,71.36,21.217529,81.5,130.1,36.66,11.76,40.3,147.3,A,Greg Parker,614 Michelle Heights,North Peter, MA 90760,xkelly@hotmail.com,1962-07-30,388-683-9955
M,176.0,85.13,24.073939,98.4,143.5,46.08,17.92,44.4,191.9,D,Jeffrey Thomas,2175 Rachel Tunnel,Port Chrisside, MT 89269,darryl55@yahoo.com,1999-02-25,742-418-0859
M,181.8,93.64,26.11409,90.9,171.7,44.18,-5.29,53.7,262.4,D,Andrew Flores,338 Matthew Pass Apt. 247,Brianshire, NY 97985,amy17@hotmail.com,2002-04-18,(871)410-0531
F,156.9,55.54,25.847579,66.0,129.9,31.38,20.89,25.9,155.8,A,Jennifer Lyons,964 Anne Roads,Port Michelle, HI 81462,shawmichael@yahoo.com,1962-06-30,381-282-8261
M,170.0,86.95,21.017091,67.8,116.7,45.66,16.91,49.4,238.8,A,William Cook,489 Anderson Loaf,Port Michellebury, PR 18627,scott64@gmail.com,2002-08-21,5784048344
M,158.6,68.72,31.422324,85.5,151.9,40.28,18.53,40.0,224.1,B,Christopher Pace,1482 Mckenzie Mills,Smithchester, PA 44979,jasonchung@gmail.com,1975-11-30,6924399444
F,167.6,58.45,27.84847,65.1,100.3,23.67,18.7,27.3,156.2,B,Samantha Small,21757 Howell Prairie,Lindseymouth, FM 46603,wward@gmail.com,1990-06-06,+1-303-327-1472
F,165.5,58.7,22.353196,95.5,144.6,34.41,10.98,35.5,188.0,B,Maria Torres DDS,185 Malone Track Apt. 631,Port Pamela, GU 79982,cking@yahoo.com,1993-07-04,+1-829-299-2495
F,162.1,67.42,33.895634,71.2,111.2,43.26,20.39,39.7,190.5,C,Lori Miller,8739 Alicia Path,Jodiland, DC 67294,alishaperez@yahoo.com,2002-12-21,404-345-4225
F,162.9,68.02,34.892305,82.6,135.5,24.2,10.24,23.8,147.8,D,Connie Ward,760 Richardson Shores Apt. 243,Millermouth, WV 34493,thomashoward@gmail.com,1986-03-11,+1-727-763-7197
M,168.9,67.49,13.293461,73.2,134.5,43.12,2.27,53.2,233.6,B,Reginald Johnson,024 Don Mission Apt. 228,Damonmouth, WY 27086,stanleyrichard@gmail.com,2001-05-08,662-378-6544
M,186.5,96.49,13.946958,80.9,137.1,60.15,-0.17,44.2,236.1,C,Jordan Murphy,5705 Thomas Mills Apt. 979,Martinezfort, CA 03371,jpeck@gmail.com,1996-07-27,001-700-601-4089
F,163.9,62.66,36.576954,69.6,119.0,15.31,12.74,18.7,154.5,D,Debra Powell,62711 Ho Viaduct,Williamshaven, MO 02562,armstrongkathleen@yahoo.com,2001-06-17,448-539-8967
F,156.3,44.8,22.213486,56.2,95.6,17.18,22.95,27.0,154.0,A,Amanda Stuart,65019 Nicholas Mission,Patrickhaven, CT 46083,xharmon@hotmail.com,1961-08-23,001-541-505-7255
M,165.3,60.2,17.531449,87.4,139.5,37.64,21.82,59.7,202.4,C,Scott Adams,9773 Howell Coves Apt. 292,East Glendaberg, MA 93291,ramirezmarissa@gmail.com,1975-06-12,001-798-885-0431
M,169.3,68.42,28.284776,93.0,141.1,37.03,8.08,36.5,191.0,B,Charles Ryan,614 Steven Spring,Lewisbury, NC 28042,millerdaniel@gmail.com,1987-09-21,+1-250-373-8054
M,164.0,68.73,26.224149,69.7,121.3,31.72,4.31,4.8,112.5,D,Jason Cobb,19165 Anderson Corners,New Robertton, ME 61824,restrada@yahoo.com,1962-02-02,001-428-804-4100
M,180.4,67.51,4.884608,80.5,149.6,54.72,5.0,58.1,265.6,C,Nicholas Holmes,30836 Edwards Loaf Apt. 490,Thompsonton, OH 94172,william55@hotmail.com,1970-01-08,(630)392-7972
M,167.0,70.0,29.932922,70.8,109.1,39.25,17.74,28.8,128.4,D,Scott Brown,4002 Jones Meadow,North Heather, NH 77509,camachobrenda@yahoo.com,1977-06-02,(615)501-0168
M,168.7,51.3,14.1713,65.4,122.6,35.57,14.01,53.3,190.5,B,Steven Armstrong,6809 Lori Lane Apt. 380,Lake Melaniehaven, IL 25489,shepardtracy@gmail.com,2001-06-25,885-959-8210
F,163.0,54.88,30.13079,60.4,104.2,17.95,5.76,31.3,141.4,D,Alice Brooks,954 Rose Green Apt. 178,East Jordanfort, AL 26167,bwhite@gmail.com,2001-08-19,969-624-7690
M,167.0,62.03,13.923079,86.0,127.3,48.74,3.64,43.9,232.0,C,Jonathon Brown,96781 Lauren Crescent Suite 793,New Martinstad, MS 07058,bjimenez@gmail.com,1994-02-23,579-451-8275
F,155.9,50.87,31.469991,82.9,122.2,26.38,25.91,40.4,182.4,A,Ebony Thomas,240 James Drive,Rodneymouth, AL 77785,flynncolleen@yahoo.com,1980-07-01,243-598-2775
F,158.4,62.53,28.937392,67.8,120.0,33.05,27.74,31.4,207.9,C,Melissa Vaughn MD,"PSC 1627, Box 8950",APO AA 35190,-,jacksondanielle@hotmail.com,1983-04-05,5418994993
F,167.3,64.74,21.979614,87.4,157.5,40.7,19.18,48.8,188.3,A,Teresa Doyle,7481 Jean Drives Suite 243,Lake David, KS 36131,pcherry@gmail.com,2000-12-29,001-477-555-7769
M,161.7,70.61,31.533212,78.7,132.0,33.15,6.66,26.0,157.0,D,Robert Evans,53902 Pierce Isle,Johnview, PA 01608,xbennett@hotmail.com,1993-06-19,500-431-8323
F,155.7,49.78,23.617321,74.0,142.2,28.68,13.6,38.8,150.4,B,Lauren Carson,019 Tate Islands,Lake Christina, MN 37908,mjohns@gmail.com,1961-07-24,590-856-9847
M,172.1,74.74,18.622942,97.7,155.3,37.67,11.68,33.4,225.0,A,Russell Stevens,7079 Christopher Road Apt. 113,Amandashire, PA 50832,foxchristopher@gmail.com,1964-01-28,+1-897-473-5489
M,176.6,99.37,30.179589,77.8,142.8,50.56,8.71,51.4,249.0,D,Andrew Harris,378 Samantha Square,Lauraville, KY 22058,ygreen@yahoo.com,1969-08-14,+1-537-347-7117
M,169.3,57.94,18.863596,52.5,107.3,29.16,28.78,49.5,201.6,C,Timothy Gaines,3230 Mary Fords,Graychester, IL 08480,brenda32@hotmail.com,1999-01-09,336-596-0425
F,164.6,68.97,22.391791,81.2,137.7,43.43,19.54,28.4,189.9,D,Susan Morrison,454 Howard Ports,Lake David, PR 53480,hcaldwell@yahoo.com,1975-04-13,001-898-441-2063
M,168.9,66.4,21.707517,80.5,145.4,33.69,15.88,28.2,191.6,D,Gary Rivera,830 Miller Ways Suite 776,Michelleton, UT 27880,amandafrancis@gmail.com,1991-02-27,508-659-1470
M,166.4,57.15,12.401979,66.6,116.5,51.64,22.04,58.3,245.2,C,William Gutierrez,2907 Timothy Locks,East Juanborough, TX 87674,littlenorma@hotmail.com,1976-07-16,001-375-333-0767
M,160.0,58.76,22.326996,80.1,125.3,26.33,11.54,38.7,193.5,D,Bryan Hawkins,26671 James Turnpike Apt. 850,North Patrickmouth, RI 81422,chad32@yahoo.com,1969-05-19,405-776-6083
M,184.3,97.91,18.09226,97.2,159.9,53.18,2.26,58.1,255.0,B,Grant Small,"PSC 4067, Box 6678",APO AE 89230,-,chapmantricia@gmail.com,2000-11-01,(859)679-7763
M,172.2,67.7,14.578507,59.1,99.4,32.88,22.09,49.8,221.7,A,Russell Elliott,9666 Chavez Heights,Wilsonland, NJ 85273,bookersusan@yahoo.com,2000-11-18,2276602535
M,172.2,67.77,11.337604,70.7,117.5,51.8,21.46,51.6,233.3,C,Joseph Roberts,248 Rachel Mountains Suite 007,East Arthur, VA 78614,wheeleralicia@yahoo.com,1985-12-17,245-857-4107
M,164.9,57.99,19.954224,81.6,134.2,29.88,19.82,34.1,188.4,D,Peter Bryant,1351 Cody Coves,Bartonton, AK 01454,ajackson@gmail.com,1972-08-08,840-256-6364
M,174.0,71.21,26.296533,75.8,120.2,37.11,-7.02,36.2,186.8,D,Anthony Dudley,504 Tina Trail,New Teresaland, CT 90376,awatkins@gmail.com,2001-12-18,(542)732-8157
M,176.3,84.43,23.64444,73.5,129.6,40.82,11.88,38.4,212.1,A,John Harvey,544 Hansen Motorway Apt. 214,New Kristiebury, WY 81193,burkesandra@hotmail.com,1980-01-19,+1-550-786-6085
M,158.6,71.08,34.352572,75.6,145.6,31.99,7.47,27.8,136.9,B,Rodney Sanchez,1241 Benjamin Trail Apt. 970,Campbellmouth, WV 59827,russelldavid@gmail.com,1968-12-09,644-763-1462
F,153.4,51.36,27.788315,78.0,143.5,34.91,17.42,20.2,149.1,A,Jennifer Walls,1160 Nelson Ford Apt. 028,Johnfort, DE 79088,sheilawagner@hotmail.com,1967-07-21,933-460-2240
M,167.7,78.73,26.438521,83.0,112.4,46.27,9.45,59.1,236.4,C,Mark Cervantes,41450 Matthew Crossing Apt. 149,Browntown, NC 23442,michael40@gmail.com,1997-11-13,312-333-2718
M,161.8,86.44,41.019756,96.0,135.1,33.15,12.77,27.8,139.0,D,Christian Vargas,40934 Joshua Villages,East Sean, MD 17245,kevinroberts@gmail.com,1983-06-15,(793)372-1719
M,166.9,66.61,13.106941,94.2,158.7,44.55,11.89,62.7,232.7,A,Joshua Jacobs,13029 William Ranch Suite 562,Ronaldberg, ND 43800,jason86@hotmail.com,1999-07-25,716-961-8175
M,177.3,83.37,15.841484,74.6,124.3,57.99,4.36,64.9,271.4,A,Charles Jones,USCGC Graham,FPO AP 44456,-,chelsea63@yahoo.com,1996-02-25,(774)997-9193
M,173.6,52.33,17.100217,82.5,111.6,31.28,26.98,39.8,160.9,C,David Gomez,4136 Newton Springs,North Benjamin, IA 96564,doyledennis@hotmail.com,2001-10-13,(924)396-3230
M,180.8,82.35,15.919856,92.5,140.9,54.72,7.63,26.3,213.2,B,Michael Cole,"PSC 6025, Box 0575",APO AE 02548,-,karlmiller@yahoo.com,1960-05-28,327-828-3464
M,177.2,86.58,18.870651,78.6,127.3,54.59,16.45,43.3,215.4,D,Cody Beck,1006 Tiffany Squares,New Jill, SC 06137,kwilliams@yahoo.com,2000-09-15,6476228703
M,162.5,59.43,16.616961,79.6,132.6,31.82,7.3,36.6,166.1,A,Justin Jackson,79960 Rodriguez Glens,Schwartzton, MN 76652,brettbailey@gmail.com,1972-11-05,871-405-4115
M,176.8,79.42,22.300489,76.9,126.6,42.7,12.27,57.1,231.3,D,Terry Rodriguez,434 Brown Loaf,Rodrigueztown, MD 79693,santosaaron@yahoo.com,2001-07-23,555-990-1766
F,164.9,58.68,11.743967,76.5,129.4,38.36,21.47,52.2,224.6,A,Michelle Padilla,1660 Lam Glens,South Jamesshire, PA 10354,staciemartin@gmail.com,1977-10-21,(652)231-1853
M,164.7,59.47,24.666138,75.5,142.0,25.7,18.45,22.0,150.8,B,Mark Moon,4562 Ward Dam Suite 967,Greenborough, GU 17785,harrispaul@hotmail.com,1967-05-08,001-796-430-0158
M,161.9,57.55,21.786815,84.1,144.8,21.56,8.95,40.0,140.5,B,Oscar Rodriguez,488 Mcdaniel Villages Apt. 718,Maxview, DC 72528,ajohnson@yahoo.com,1984-12-29,530-310-1979
M,186.1,87.82,21.21793,85.9,122.8,42.27,7.74,40.7,233.9,A,Steve Conner,USNV Smith,FPO AE 55342,-,sanchezsonia@hotmail.com,1997-11-22,001-750-488-4141
M,173.9,83.55,17.153277,80.9,150.3,53.15,24.99,63.8,250.1,B,Gregory Stokes,905 Thomas Tunnel,Michelleburgh, AK 16058,vjarvis@gmail.com,2001-10-20,(719)262-0781
M,166.3,69.56,28.351144,77.0,155.7,39.09,5.15,37.7,204.7,D,Paul Valdez,USS Lozano,FPO AE 28481,-,cbrooks@hotmail.com,2000-10-30,(486)488-5514
M,168.4,64.29,11.329025,73.6,124.9,39.47,12.43,48.8,222.3,C,Brent Park,719 Jacobson Harbor Suite 283,Patelshire, SD 82819,jacquelinesanchez@gmail.com,1969-01-30,725-886-1324
M,176.9,67.75,20.872303,91.2,147.0,33.17,11.63,38.1,174.7,A,John Williams,288 Hancock Manors Apt. 504,Port Anna, RI 88323,denise41@gmail.com,1995-11-28,+1-508-615-9755
M,181.7,76.32,22.426483,76.9,128.2,38.76,16.58,40.2,207.1,A,Michael Watson,14263 Owen Cove Apt. 657,Lawrencemouth, LA 76690,rebeccathomas@gmail.com,2002-08-29,+1-670-582-7338
M,167.1,57.21,27.662986,62.3,109.2,28.83,12.38,42.8,196.2,B,Robert Parker,71087 Bartlett Cape,East Dianestad, MN 29790,sarahmckinney@gmail.com,1985-04-12,(746)782-7338
M,157.1,73.96,36.33077,82.7,145.8,27.08,24.87,19.5,116.6,D,Jerome Medina,339 Paul Shoal Suite 637,West Jon, AL 06119,mstewart@yahoo.com,1974-01-15,(214)311-7898
F,156.5,46.65,33.149731,70.1,98.8,19.85,30.75,48.7,165.7,D,Taylor Gregory,00202 James Forge,Walterhaven, SC 05178,nelsondavid@yahoo.com,2002-02-01,388-655-9485
M,177.2,79.98,21.179331,69.6,119.3,43.86,2.31,32.7,204.5,D,Taylor Medina,058 Ricardo Track Apt. 691,South John, NY 57315,elizabethali@gmail.com,1964-12-21,+1-879-972-1738
F,157.6,45.76,20.378167,68.6,119.7,33.74,28.1,36.9,127.9,C,Dana Fields,77458 Owens Meadow,Dennisbury, NE 03426,cathy56@gmail.com,1961-05-16,823-637-0403
F,177.2,60.52,16.423319,71.3,105.5,30.81,19.86,46.1,165.6,A,Julia Alvarado,573 Miranda Valley Apt. 108,Burnsville, MD 31811,james32@gmail.com,2000-03-27,848-915-5295
M,168.4,84.31,34.478662,82.0,133.0,45.56,-3.49,34.7,151.8,D,Gary Morrow,781 Williams Turnpike,Maryfurt, GU 00704,elopez@hotmail.com,1997-04-28,001-472-553-8025
M,175.9,64.11,16.052349,85.3,135.9,52.36,18.68,52.8,247.6,B,Robert Smith,785 Adams Manor Suite 593,South Jenna, TX 43755,brendarodriguez@yahoo.com,2002-10-27,001-547-407-3976
M,171.2,66.09,27.7759,64.9,129.9,26.52,7.15,49.6,201.7,B,Wesley Richardson,234 Derek Throughway Suite 379,North Erica, VA 90084,david74@hotmail.com,1999-01-20,451-413-3112
M,173.7,70.7,15.924072,91.5,165.4,46.09,31.14,52.1,236.9,C,William Barton,305 Rickey Coves,Carolinemouth, MS 00650,fwhite@gmail.com,1996-02-17,311-696-6659
M,165.7,63.18,19.062006,90.5,137.1,35.19,14.38,35.9,191.5,A,Jeremy Moses,9801 Eric Fort Suite 514,North Jacquelinechester, MO 28623,gcraig@hotmail.com,1965-08-15,(812)209-7203
F,168.7,64.58,17.484889,55.4,105.1,31.26,-4.04,29.0,172.3,D,Tracy Boone MD,USNV Marks,FPO AP 92047,-,joanna04@gmail.com,2002-04-18,768-376-1509
M,160.3,54.53,18.004615,63.7,103.8,37.05,18.84,46.8,217.7,A,Fernando Finley,6865 Stewart Shore,New Leviborough, AL 40036,gary98@yahoo.com,2002-04-04,(802)527-1815
F,165.1,62.51,30.012189,75.1,112.3,22.7,17.56,41.5,166.3,D,Stephanie Miller MD,1345 Perez Walks Apt. 648,South Kimberly, NJ 37094,jessicagibbs@yahoo.com,2001-06-17,001-882-542-5129
M,160.0,68.37,35.900694,95.9,128.9,35.52,22.74,23.8,135.1,B,Michael Harris,Unit 4502 Box 3905,DPO AA 01232,-,lward@gmail.com,1977-10-25,845-385-0090
M,159.4,60.88,25.707001,86.9,152.9,28.26,8.25,14.3,131.1,A,Jason Hamilton,42416 Aaron Pine Apt. 656,Schultzstad, FL 89050,jameslaurie@gmail.com,1983-02-23,730-222-1045
M,171.2,70.75,16.90648,81.6,132.5,48.62,33.05,37.4,160.9,C,Andrew Hudson,893 Karen Canyon Suite 940,Walterborough, DC 06185,williamsbrent@gmail.com,1959-05-31,(545)937-3995
F,171.5,69.84,30.83054,93.9,157.0,31.12,17.79,17.1,192.5,C,Teresa Bryant,397 Michelle Islands Apt. 569,Kayleemouth, WI 81950,rickynicholson@yahoo.com,1983-01-19,+1-707-658-4590
M,153.4,55.41,25.217611,77.4,142.4,31.14,31.39,30.5,185.0,C,Adam Pierce,4963 Morgan Dale,West Laura, WA 77481,shane40@yahoo.com,2001-06-24,(752)916-0135
M,165.2,74.19,23.745503,88.8,132.6,52.43,10.78,48.8,212.3,B,Timothy Miller,19940 Burton Harbor Suite 699,North Jeffery, KY 74751,zlarsen@hotmail.com,2002-04-27,810-903-4529
F,160.2,66.43,36.340221,89.2,152.3,24.48,18.14,2.2,120.5,D,Heather Doyle,29359 Cathy Road Suite 126,Sueberg, KY 62902,christianmark@hotmail.com,1970-05-17,209-844-8054
F,171.5,60.68,23.871439,70.6,113.2,28.32,15.49,37.0,143.2,C,Ashley Zimmerman,Unit 0413 Box 6338,DPO AP 58517,-,browninglinda@hotmail.com,1991-05-12,+1-243-795-5610
M,157.2,43.84,21.13728,94.3,129.5,22.47,23.17,32.1,135.6,C,Richard Saunders,USS Burton,FPO AA 66832,-,lisacunningham@gmail.com,1991-09-03,(646)316-6065
M,178.0,72.3,11.049758,75.4,159.5,48.24,9.62,52.9,243.1,A,Kenneth Long,4463 Thompson Junctions,Lake Sherriland, IN 89015,underwoodtheodore@hotmail.com,1981-02-17,+1-918-236-4330
F,163.4,44.49,13.953005,73.8,103.3,29.65,17.76,47.1,204.7,C,Stephanie Nguyen,297 Castro Glen Apt. 377,North John, FL 47092,timothymatthews@yahoo.com,2002-01-26,(355)771-7385
M,178.3,98.93,25.426517,98.6,163.7,60.05,3.61,48.7,247.3,B,Kenneth Reed,11289 Rhonda Manor Suite 653,Perryborough, ID 53342,rmendoza@gmail.com,1965-07-02,(392)512-6707
F,165.0,66.96,26.404518,93.3,150.0,41.85,18.79,40.9,187.2,C,Dr. Laurie Daniel DDS,USNS Foley,FPO AE 21890,-,ssimpson@hotmail.com,1986-05-13,695-725-8749
F,173.5,73.81,21.803856,85.7,143.2,53.12,42.91,55.1,245.6,C,Brandy Jackson,"PSC 2300, Box 9865",APO AE 43994,-,matthewwoodard@gmail.com,1987-12-22,(517)397-3068
M,169.9,54.88,16.940814,85.3,140.4,32.27,23.62,25.9,174.9,B,Joshua Mays,"PSC 7969, Box 9902",APO AP 12840,-,christian63@yahoo.com,1973-12-14,495-508-4320
M,161.4,64.92,23.617088,70.6,133.3,22.31,23.61,52.5,177.7,B,Nathan Torres,81492 Chris Trace Suite 297,Morganborough, AL 56094,chad56@hotmail.com,1989-10-29,(692)936-7575
M,173.8,72.39,32.227352,95.9,145.2,36.78,3.38,40.3,184.3,A,Aaron Boyer,0925 Waters Lane Suite 509,South Christophermouth, OK 02211,tanya49@gmail.com,1963-05-28,001-654-838-7050
M,165.8,63.83,26.88049,98.0,138.1,44.89,28.48,60.9,219.8,A,Terry Davis,Unit 8701 Box 7763,DPO AP 48027,-,elizabeth59@yahoo.com,2000-05-23,(969)284-7973
F,163.8,64.63,21.880135,81.8,125.6,35.52,15.64,29.6,165.9,A,Sarah Summers,46750 Evan Port,Josephshire, AZ 85599,david79@hotmail.com,1959-02-09,212-751-3932
M,174.0,67.82,21.360039,58.8,114.3,40.29,27.33,55.8,225.3,D,William Thomas,697 Howard Roads,Meganton, MI 55768,veronica24@hotmail.com,2002-08-05,+1-514-213-4179
M,165.7,56.86,21.696928,95.2,125.7,28.09,13.62,40.2,194.7,A,John Clark,Unit 4074 Box 3140,DPO AP 16201,-,nperez@hotmail.com,1989-04-21,(257)408-0377
M,178.2,90.23,13.292231,97.2,169.6,56.29,27.22,47.0,234.3,C,Alejandro Nelson,USS Thomas,FPO AE 75938,-,amandanicholson@gmail.com,1968-06-30,001-415-776-2202
M,174.4,70.1,14.014774,71.3,133.4,50.58,18.11,56.0,236.0,A,James Smith,3538 Contreras Circles,East Gloria, MT 44499,sonyahenderson@gmail.com,1978-01-14,5984955767
